"Time","Region Code","Region","Total land area (Incl. the northern territories and Takeshima)【ha】","Annotation"
"1996","13000","Tokyo-to","218669",""
"1996","14000","Kanagawa-ken","241401",""
"1996","15000","Niigata-ken","1258196",""
"1996","16000","Toyama-ken","424656",""
"1996","17000","Ishikawa-ken","418488",""
"1996","18000","Fukui-ken","418848",""
"1996","19000","Yamanashi-ken","446537",""
"1996","20000","Nagano-ken","1358522",""
"1996","21000","Gifu-ken","1059818",""
"1996","22000","Shizuoka-ken","777896",""
"1996","23000","Aichi-ken","515131",""
"1996","24000","Mie-ken","577373",""
"1996","25000","Shiga-ken","401736",""
"1996","26000","Kyoto-fu","461271",""
"1996","27000","Osaka-fu","189268",""
"1996","28000","Hyogo-ken","838750",""
"1996","29000","Nara-ken","369109",""
"1996","30000","Wakayama-ken","472454",""
"1996","31000","Tottori-ken","350702",""
"1996","32000","Shimane-ken","670670",""
"1996","33000","Okayama-ken","711115",""
"1996","34000","Hiroshima-ken","847524",""
"1996","35000","Yamaguchi-ken","611027",""
"1996","36000","Tokushima-ken","414438",""
"1996","37000","Kagawa-ken","187538",""
"1996","38000","Ehime-ken","567550",""
"1996","39000","Kochi-ken","710417",""
"1996","40000","Fukuoka-ken","496784",""
"1996","41000","Saga-ken","243902",""
"1996","42000","Nagasaki-ken","409096",""
"1996","43000","Kumamoto-ken","740246",""
"1996","44000","Oita-ken","633736",""
"1996","45000","Miyazaki-ken","773369",""
"1996","46000","Kagoshima-ken","918612",""
"1996","47000","Okinawa-ken","226679",""
"1997","00000","Japan","37784658",""
"1997","01000","Hokkaido","8345232",""
"1997","02000","Aomori-ken","960626",""
"1997","03000","Iwate-ken","1527818",""
"1997","04000","Miyagi-ken","728453",""
"1997","05000","Akita-ken","1161178",""
"1997","06000","Yamagata-ken","932334",""
"1997","07000","Fukushima-ken","1378248",""
"1997","08000","Ibaraki-ken","609377",""
"1997","09000","Tochigi-ken","640828",""
"1997","10000","Gumma-ken","636316",""
"1997","11000","Saitama-ken","379730",""
"1997","12000","Chiba-ken","515605",""
"1997","13000","Tokyo-to","218669",""
"1997","14000","Kanagawa-ken","241427",""
"1997","15000","Niigata-ken","1258212",""
"1997","16000","Toyama-ken","424675",""
"1997","17000","Ishikawa-ken","418489",""
"1997","18000","Fukui-ken","418855",""
"1997","19000","Yamanashi-ken","446537",""
"1997","20000","Nagano-ken","1358522",""
"1997","21000","Gifu-ken","1059818",""
"1997","22000","Shizuoka-ken","777923",""
"1997","23000","Aichi-ken","515237",""
"1997","24000","Mie-ken","577376",""
"1997","25000","Shiga-ken","401740",""
"1997","26000","Kyoto-fu","461271",""
"1997","27000","Osaka-fu","189276",""
"1997","28000","Hyogo-ken","838970",""
"1997","29000","Nara-ken","369109",""
"1997","30000","Wakayama-ken","472456",""
"1997","31000","Tottori-ken","350708",""
"1997","32000","Shimane-ken","670723",""
"1997","33000","Okayama-ken","711117",""
"1997","34000","Hiroshima-ken","847591",""
"1997","35000","Yamaguchi-ken","611001",""
"1997","36000","Tokushima-ken","414476",""
"1997","37000","Kagawa-ken","187557",""
"1997","38000","Ehime-ken","567559",""
"1997","39000","Kochi-ken","710419",""
"1997","40000","Fukuoka-ken","496822",""
"1997","41000","Saga-ken","243910",""
"1997","42000","Nagasaki-ken","409140",""
"1997","43000","Kumamoto-ken","740259",""
"1997","44000","Oita-ken","633758",""
"1997","45000","Miyazaki-ken","773372",""
"1997","46000","Kagoshima-ken","918637",""
"1997","47000","Okinawa-ken","226748",""
"1998","00000","Japan","37785464",""
"1998","01000","Hokkaido","8345228",""
"1998","02000","Aomori-ken","960632",""
"1998","03000","Iwate-ken","1527822",""
"1998","04000","Miyagi-ken","728461",""
"1998","05000","Akita-ken","1161206",""
"1998","06000","Yamagata-ken","932334",""
"1998","07000","Fukushima-ken","1378248",""
"1998","08000","Ibaraki-ken","609378",""
"1998","09000","Tochigi-ken","640828",""
"1998","10000","Gumma-ken","636316",""
"1998","11000","Saitama-ken","379730",""
"1998","12000","Chiba-ken","515615",""
"1998","13000","Tokyo-to","218669",""
"1998","14000","Kanagawa-ken","241511",""
"1998","15000","Niigata-ken","1258229",""
"1998","16000","Toyama-ken","424696",""
"1998","17000","Ishikawa-ken","418491",""
"1998","18000","Fukui-ken","418862",""
"1998","19000","Yamanashi-ken","446537",""
"1998","20000","Nagano-ken","1358522",""
"1998","21000","Gifu-ken","1059818",""
"1998","22000","Shizuoka-ken","777931",""
"1998","23000","Aichi-ken","515248",""
"1998","24000","Mie-ken","577379",""
"1998","25000","Shiga-ken","401736",""
"1998","26000","Kyoto-fu","461272",""
"1998","27000","Osaka-fu","189276",""
"1998","28000","Hyogo-ken","839122",""
"1998","29000","Nara-ken","369109",""
"1998","30000","Wakayama-ken","472464",""
"1998","31000","Tottori-ken","350708",""
"1998","32000","Shimane-ken","670726",""
"1998","33000","Okayama-ken","711165",""
"1998","34000","Hiroshima-ken","847634",""
"1998","35000","Yamaguchi-ken","611017",""
"1998","36000","Tokushima-ken","414478",""
"1998","37000","Kagawa-ken","187568",""
"1998","38000","Ehime-ken","567587",""
"1998","39000","Kochi-ken","710449",""
"1998","40000","Fukuoka-ken","496931",""
"1998","41000","Saga-ken","243918",""
"1998","42000","Nagasaki-ken","409173",""
"1998","43000","Kumamoto-ken","740271",""
"1998","44000","Oita-ken","633770",""
"1998","45000","Miyazaki-ken","773395",""
"1998","46000","Kagoshima-ken","918662",""
"1998","47000","Okinawa-ken","226788",""
"1999","00000","Japan","37786366",""
"1999","01000","Hokkaido","8345247",""
"1999","02000","Aomori-ken","960625",""
"1999","03000","Iwate-ken","1527838",""
"1999","04000","Miyagi-ken","728500",""
"1999","05000","Akita-ken","1161206",""
"1999","06000","Yamagata-ken","932334",""
"1999","07000","Fukushima-ken","1378248",""
"1999","08000","Ibaraki-ken","609504",""
"1999","09000","Tochigi-ken","640828",""
"1999","10000","Gumma-ken","636316",""
"1999","11000","Saitama-ken","379730",""
"1999","12000","Chiba-ken","515615",""
"1999","13000","Tokyo-to","218689",""
"1999","14000","Kanagawa-ken","241514",""
"1999","15000","Niigata-ken","1258231",""
"1999","16000","Toyama-ken","424719",""
"1999","17000","Ishikawa-ken","418515",""
"1999","18000","Fukui-ken","418871",""
"1999","19000","Yamanashi-ken","446537",""
"1999","20000","Nagano-ken","1358522",""
"1999","21000","Gifu-ken","1059818",""
"1999","22000","Shizuoka-ken","777933",""
"1999","23000","Aichi-ken","515347",""
"1999","24000","Mie-ken","577384",""
"1999","25000","Shiga-ken","401736",""
"1999","26000","Kyoto-fu","461280",""
"1999","27000","Osaka-fu","189276",""
"1999","28000","Hyogo-ken","839158",""
"1999","29000","Nara-ken","369109",""
"1999","30000","Wakayama-ken","472504",""
"1999","31000","Tottori-ken","350710",""
"1999","32000","Shimane-ken","670712",""
"1999","33000","Okayama-ken","711169",""
"1999","34000","Hiroshima-ken","847673",""
"1999","35000","Yamaguchi-ken","611028",""
"1999","36000","Tokushima-ken","414495",""
"1999","37000","Kagawa-ken","187583",""
"1999","38000","Ehime-ken","567611",""
"1999","39000","Kochi-ken","710454",""
"1999","40000","Fukuoka-ken","496983",""
"1999","41000","Saga-ken","243918",""
"1999","42000","Nagasaki-ken","409204",""
"1999","43000","Kumamoto-ken","740351",""
"1999","44000","Oita-ken","633785",""
"1999","45000","Miyazaki-ken","773428",""
"1999","46000","Kagoshima-ken","918665",""
"1999","47000","Okinawa-ken","226909",""
"2000","00000","Japan","37787306",""
"2000","01000","Hokkaido","8345304",""
"2000","02000","Aomori-ken","960633",""
"2000","03000","Iwate-ken","1527840",""
"2000","04000","Miyagi-ken","728507",""
"2000","05000","Akita-ken","1161211",""
"2000","06000","Yamagata-ken","932334",""
"2000","07000","Fukushima-ken","1378248",""
"2000","08000","Ibaraki-ken","609558",""
"2000","09000","Tochigi-ken","640828",""
"2000","10000","Gumma-ken","636316",""
"2000","11000","Saitama-ken","379730",""
"2000","12000","Chiba-ken","515619",""
"2000","13000","Tokyo-to","218690",""
"2000","14000","Kanagawa-ken","241541",""
"2000","15000","Niigata-ken","1258237",""
"2000","16000","Toyama-ken","424722",""
"2000","17000","Ishikawa-ken","418522",""
"2000","18000","Fukui-ken","418875",""
"2000","19000","Yamanashi-ken","446537",""
"2000","20000","Nagano-ken","1358522",""
"2000","21000","Gifu-ken","1059818",""
"2000","22000","Shizuoka-ken","777946",""
"2000","23000","Aichi-ken","515584",""
"2000","24000","Mie-ken","577640",""
"2000","25000","Shiga-ken","401736",""
"2000","26000","Kyoto-fu","461294",""
"2000","27000","Osaka-fu","189286",""
"2000","28000","Hyogo-ken","839203",""
"2000","29000","Nara-ken","369109",""
"2000","30000","Wakayama-ken","472555",""
"2000","31000","Tottori-ken","350717",""
"2000","32000","Shimane-ken","670729",""
"2000","33000","Okayama-ken","711213",""
"2000","34000","Hiroshima-ken","847695",""
"2000","35000","Yamaguchi-ken","611045",""
"2000","36000","Tokushima-ken","414510",""
"2000","37000","Kagawa-ken","187588",""
"2000","38000","Ehime-ken","567622",""
"2000","39000","Kochi-ken","710466",""
"2000","40000","Fukuoka-ken","497101",""
"2000","41000","Saga-ken","243923",""
"2000","42000","Nagasaki-ken","409244",""
"2000","43000","Kumamoto-ken","740368",""
"2000","44000","Oita-ken","633797",""
"2000","45000","Miyazaki-ken","773440",""
"2000","46000","Kagoshima-ken","918671",""
"2000","47000","Okinawa-ken","227130",""
"2001","00000","Japan","37788025",""
"2001","01000","Hokkaido","8345357",""
"2001","02000","Aomori-ken","960652",""
"2001","03000","Iwate-ken","1527851",""
"2001","04000","Miyagi-ken","728516",""
"2001","05000","Akita-ken","1161222",""
"2001","06000","Yamagata-ken","932339",""
"2001","07000","Fukushima-ken","1378254",""
"2001","08000","Ibaraki-ken","609562",""
"2001","09000","Tochigi-ken","640828",""
"2001","10000","Gumma-ken","636316",""
"2001","11000","Saitama-ken","379730",""
"2001","12000","Chiba-ken","515641",""
"2001","13000","Tokyo-to","218690",""
"2001","14000","Kanagawa-ken","241542",""
"2001","15000","Niigata-ken","1258239",""
"2001","16000","Toyama-ken","424722",""
"2001","17000","Ishikawa-ken","418532",""
"2001","18000","Fukui-ken","418876",""
"2001","19000","Yamanashi-ken","446537",""
"2001","20000","Nagano-ken","1358522",""
"2001","21000","Gifu-ken","1059818",""
"2001","22000","Shizuoka-ken","777955",""
"2001","23000","Aichi-ken","515666",""
"2001","24000","Mie-ken","577644",""
"2001","25000","Shiga-ken","401736",""
"2001","26000","Kyoto-fu","461293",""
"2001","27000","Osaka-fu","189318",""
"2001","28000","Hyogo-ken","839242",""
"2001","29000","Nara-ken","369109",""
"2001","30000","Wakayama-ken","472558",""
"2001","31000","Tottori-ken","350719",""
"2001","32000","Shimane-ken","670732",""
"2001","33000","Okayama-ken","711221",""
"2001","34000","Hiroshima-ken","847706",""
"2001","35000","Yamaguchi-ken","611076",""
"2001","36000","Tokushima-ken","414526",""
"2001","37000","Kagawa-ken","187592",""
"2001","38000","Ehime-ken","567644",""
"2001","39000","Kochi-ken","710470",""
"2001","40000","Fukuoka-ken","497257",""
"2001","41000","Saga-ken","243923",""
"2001","42000","Nagasaki-ken","409280",""
"2001","43000","Kumamoto-ken","740381",""
"2001","44000","Oita-ken","633819",""
"2001","45000","Miyazaki-ken","773463",""
"2001","46000","Kagoshima-ken","918690",""
"2001","47000","Okinawa-ken","227157",""
"2002","00000","Japan","37788725",""
"2002","01000","Hokkaido","8345408",""
"2002","02000","Aomori-ken","960659",""
"2002","03000","Iwate-ken","1527853",""
"2002","04000","Miyagi-ken","728527",""
"2002","05000","Akita-ken","1161222",""
"2002","06000","Yamagata-ken","932339",""
"2002","07000","Fukushima-ken","1378254",""
"2002","08000","Ibaraki-ken","609562",""
"2002","09000","Tochigi-ken","640828",""
"2002","10000","Gumma-ken","636316",""
"2002","11000","Saitama-ken","379730",""
"2002","12000","Chiba-ken","515658",""
"2002","13000","Tokyo-to","218690",""
"2002","14000","Kanagawa-ken","241547",""
"2002","15000","Niigata-ken","1258244",""
"2002","16000","Toyama-ken","424730",""
"2002","17000","Ishikawa-ken","418537",""
"2002","18000","Fukui-ken","418899",""
"2002","19000","Yamanashi-ken","446537",""
"2002","20000","Nagano-ken","1358522",""
"2002","21000","Gifu-ken","1059818",""
"2002","22000","Shizuoka-ken","777963",""
"2002","23000","Aichi-ken","515784",""
"2002","24000","Mie-ken","577645",""
"2002","25000","Shiga-ken","401736",""
"2002","26000","Kyoto-fu","461297",""
"2002","27000","Osaka-fu","189359",""
"2002","28000","Hyogo-ken","839283",""
"2002","29000","Nara-ken","369109",""
"2002","30000","Wakayama-ken","472563",""
"2002","31000","Tottori-ken","350720",""
"2002","32000","Shimane-ken","670734",""
"2002","33000","Okayama-ken","711232",""
"2002","34000","Hiroshima-ken","847736",""
"2002","35000","Yamaguchi-ken","611083",""
"2002","36000","Tokushima-ken","414532",""
"2002","37000","Kagawa-ken","187598",""
"2002","38000","Ehime-ken","567659",""
"2002","39000","Kochi-ken","710486",""
"2002","40000","Fukuoka-ken","497298",""
"2002","41000","Saga-ken","243926",""
"2002","42000","Nagasaki-ken","409357",""
"2002","43000","Kumamoto-ken","740414",""
"2002","44000","Oita-ken","633841",""
"2002","45000","Miyazaki-ken","773467",""
"2002","46000","Kagoshima-ken","918708",""
"2002","47000","Okinawa-ken","227213",""
"2003","00000","Japan","37789920",""
"2003","01000","Hokkaido","8345471",""
"2003","02000","Aomori-ken","960675",""
"2003","03000","Iwate-ken","1527863",""
"2003","04000","Miyagi-ken","728530",""
"2003","05000","Akita-ken","1161222",""
"2003","06000","Yamagata-ken","932339",""
"2003","07000","Fukushima-ken","1378275",""
"2003","08000","Ibaraki-ken","609568",""
"2003","09000","Tochigi-ken","640828",""
"2003","10000","Gumma-ken","636316",""
"2003","11000","Saitama-ken","379730",""
"2003","12000","Chiba-ken","515661",""
"2003","13000","Tokyo-to","218694",""
"2003","14000","Kanagawa-ken","241569",""
"2003","15000","Niigata-ken","1258248",""
"2003","16000","Toyama-ken","424734",""
"2003","17000","Ishikawa-ken","418539",""
"2003","18000","Fukui-ken","418901",""
"2003","19000","Yamanashi-ken","446537",""
"2003","20000","Nagano-ken","1358522",""
"2003","21000","Gifu-ken","1059818",""
"2003","22000","Shizuoka-ken","777981",""
"2003","23000","Aichi-ken","516215",""
"2003","24000","Mie-ken","577656",""
"2003","25000","Shiga-ken","401736",""
"2003","26000","Kyoto-fu","461297",""
"2003","27000","Osaka-fu","189373",""
"2003","28000","Hyogo-ken","839334",""
"2003","29000","Nara-ken","369109",""
"2003","30000","Wakayama-ken","472567",""
"2003","31000","Tottori-ken","350721",""
"2003","32000","Shimane-ken","670746",""
"2003","33000","Okayama-ken","711267",""
"2003","34000","Hiroshima-ken","847758",""
"2003","35000","Yamaguchi-ken","611094",""
"2003","36000","Tokushima-ken","414546",""
"2003","37000","Kagawa-ken","187616",""
"2003","38000","Ehime-ken","567676",""
"2003","39000","Kochi-ken","710487",""
"2003","40000","Fukuoka-ken","497395",""
"2003","41000","Saga-ken","243931",""
"2003","42000","Nagasaki-ken","409404",""
"2003","43000","Kumamoto-ken","740431",""
"2003","44000","Oita-ken","633882",""
"2003","45000","Miyazaki-ken","773476",""
"2003","46000","Kagoshima-ken","918739",""
"2003","47000","Okinawa-ken","227341",""
"2004","00000","Japan","37790697",""
"2004","01000","Hokkaido","8345533",""
"2004","02000","Aomori-ken","960683",""
"2004","03000","Iwate-ken","1527868",""
"2004","04000","Miyagi-ken","728553",""
"2004","05000","Akita-ken","1161222",""
"2004","06000","Yamagata-ken","932339",""
"2004","07000","Fukushima-ken","1378275",""
"2004","08000","Ibaraki-ken","609568",""
"2004","09000","Tochigi-ken","640828",""
"2004","10000","Gumma-ken","636316",""
"2004","11000","Saitama-ken","379730",""
"2004","12000","Chiba-ken","515664",""
"2004","13000","Tokyo-to","218694",""
"2004","14000","Kanagawa-ken","241585",""
"2004","15000","Niigata-ken","1258260",""
"2004","16000","Toyama-ken","424734",""
"2004","17000","Ishikawa-ken","418543",""
"2004","18000","Fukui-ken","418922",""
"2004","19000","Yamanashi-ken","446537",""
"2004","20000","Nagano-ken","1358522",""
"2004","21000","Gifu-ken","1059818",""
"2004","22000","Shizuoka-ken","777987",""
"2004","23000","Aichi-ken","516251",""
"2004","24000","Mie-ken","577660",""
"2004","25000","Shiga-ken","401736",""
"2004","26000","Kyoto-fu","461298",""
"2004","27000","Osaka-fu","189376",""
"2004","28000","Hyogo-ken","839410",""
"2004","29000","Nara-ken","369109",""
"2004","30000","Wakayama-ken","472582",""
"2004","31000","Tottori-ken","350725",""
"2004","32000","Shimane-ken","670752",""
"2004","33000","Okayama-ken","711272",""
"2004","34000","Hiroshima-ken","847775",""
"2004","35000","Yamaguchi-ken","611117",""
"2004","36000","Tokushima-ken","414548",""
"2004","37000","Kagawa-ken","187623",""
"2004","38000","Ehime-ken","567703",""
"2004","39000","Kochi-ken","710494",""
"2004","40000","Fukuoka-ken","497521",""
"2004","41000","Saga-ken","243954",""
"2004","42000","Nagasaki-ken","409464",""
"2004","43000","Kumamoto-ken","740466",""
"2004","44000","Oita-ken","633915",""
"2004","45000","Miyazaki-ken","773477",""
"2004","46000","Kagoshima-ken","918754",""
"2004","47000","Okinawa-ken","227432",""
"2005","00000","Japan","37791478",""
"2005","01000","Hokkaido","8345573",""
"2005","02000","Aomori-ken","960688",""
"2005","03000","Iwate-ken","1527871",""
"2005","04000","Miyagi-ken","728560",""
"2005","05000","Akita-ken","1161222",""
"2005","06000","Yamagata-ken","932339",""
"2005","07000","Fukushima-ken","1378275",""
"2005","08000","Ibaraki-ken","609568",""
"2005","09000","Tochigi-ken","640828",""
"2005","10000","Gumma-ken","636316",""
"2005","11000","Saitama-ken","379730",""
"2005","12000","Chiba-ken","515668",""
"2005","13000","Tokyo-to","218696",""
"2005","14000","Kanagawa-ken","241584",""
"2005","15000","Niigata-ken","1258332",""
"2005","16000","Toyama-ken","424739",""
"2005","17000","Ishikawa-ken","418546",""
"2005","18000","Fukui-ken","418925",""
"2005","19000","Yamanashi-ken","446537",""
"2005","20000","Nagano-ken","1356223",""
"2005","21000","Gifu-ken","1062117",""
"2005","22000","Shizuoka-ken","778003",""
"2005","23000","Aichi-ken","516402",""
"2005","24000","Mie-ken","577668",""
"2005","25000","Shiga-ken","401736",""
"2005","26000","Kyoto-fu","461300",""
"2005","27000","Osaka-fu","189431",""
"2005","28000","Hyogo-ken","839492",""
"2005","29000","Nara-ken","369109",""
"2005","30000","Wakayama-ken","472608",""
"2005","31000","Tottori-ken","350725",""
"2005","32000","Shimane-ken","670756",""
"2005","33000","Okayama-ken","711273",""
"2005","34000","Hiroshima-ken","847792",""
"2005","35000","Yamaguchi-ken","611191",""
"2005","36000","Tokushima-ken","414533",""
"2005","37000","Kagawa-ken","187641",""
"2005","38000","Ehime-ken","567712",""
"2005","39000","Kochi-ken","710501",""
"2005","40000","Fukuoka-ken","497612",""
"2005","41000","Saga-ken","243958",""
"2005","42000","Nagasaki-ken","409476",""
"2005","43000","Kumamoto-ken","740483",""
"2005","44000","Oita-ken","633932",""
"2005","45000","Miyazaki-ken","773477",""
"2005","46000","Kagoshima-ken","918769",""
"2005","47000","Okinawa-ken","227459",""
"2006","00000","Japan","37792314",""
"2006","01000","Hokkaido","8345620",""
"2006","02000","Aomori-ken","960704",""
"2006","03000","Iwate-ken","1527877",""
"2006","04000","Miyagi-ken","728573",""
"2006","05000","Akita-ken","1161222",""
"2006","06000","Yamagata-ken","932344",""
"2006","07000","Fukushima-ken","1378275",""
"2006","08000","Ibaraki-ken","609569",""
"2006","09000","Tochigi-ken","640828",""
"2006","10000","Gumma-ken","636316",""
"2006","11000","Saitama-ken","379730",""
"2006","12000","Chiba-ken","515668",""
"2006","13000","Tokyo-to","218727",""
"2006","14000","Kanagawa-ken","241584",""
"2006","15000","Niigata-ken","1258346",""
"2006","16000","Toyama-ken","424740",""
"2006","17000","Ishikawa-ken","418547",""
"2006","18000","Fukui-ken","418927",""
"2006","19000","Yamanashi-ken","446537",""
"2006","20000","Nagano-ken","1356223",""
"2006","21000","Gifu-ken","1062117",""
"2006","22000","Shizuoka-ken","778009",""
"2006","23000","Aichi-ken","516406",""
"2006","24000","Mie-ken","577687",""
"2006","25000","Shiga-ken","401736",""
"2006","26000","Kyoto-fu","461300",""
"2006","27000","Osaka-fu","189683",""
"2006","28000","Hyogo-ken","839547",""
"2006","29000","Nara-ken","369109",""
"2006","30000","Wakayama-ken","472612",""
"2006","31000","Tottori-ken","350726",""
"2006","32000","Shimane-ken","670757",""
"2006","33000","Okayama-ken","711300",""
"2006","34000","Hiroshima-ken","847852",""
"2006","35000","Yamaguchi-ken","611222",""
"2006","36000","Tokushima-ken","414569",""
"2006","37000","Kagawa-ken","187647",""
"2006","38000","Ehime-ken","567738",""
"2006","39000","Kochi-ken","710501",""
"2006","40000","Fukuoka-ken","497617",""
"2006","41000","Saga-ken","243958",""
"2006","42000","Nagasaki-ken","409522",""
"2006","43000","Kumamoto-ken","740521",""
"2006","44000","Oita-ken","633933",""
"2006","45000","Miyazaki-ken","773478",""
"2006","46000","Kagoshima-ken","918780",""
"2006","47000","Okinawa-ken","227528",""
"2007","00000","Japan","37792999",""
"2007","01000","Hokkaido","8345638",""
"2007","02000","Aomori-ken","960705",""
"2007","03000","Iwate-ken","1527885",""
"2007","04000","Miyagi-ken","728574",""
"2007","05000","Akita-ken","1161222",""
"2007","06000","Yamagata-ken","932346",""
"2007","07000","Fukushima-ken","1378275",""
"2007","08000","Ibaraki-ken","609569",""
"2007","09000","Tochigi-ken","640828",""
"2007","10000","Gumma-ken","636316",""
"2007","11000","Saitama-ken","379730",""
"2007","12000","Chiba-ken","515670",""
"2007","13000","Tokyo-to","218743",""
"2007","14000","Kanagawa-ken","241584",""
"2007","15000","Niigata-ken","1258347",""
"2007","16000","Toyama-ken","424755",""
"2007","17000","Ishikawa-ken","418548",""
"2007","18000","Fukui-ken","418928",""
"2007","19000","Yamanashi-ken","446537",""
"2007","20000","Nagano-ken","1356223",""
"2007","21000","Gifu-ken","1062117",""
"2007","22000","Shizuoka-ken","778012",""
"2007","23000","Aichi-ken","516457",""
"2007","24000","Mie-ken","577717",""
"2007","25000","Shiga-ken","401736",""
"2007","26000","Kyoto-fu","461300",""
"2007","27000","Osaka-fu","189772",""
"2007","28000","Hyogo-ken","839561",""
"2007","29000","Nara-ken","369109",""
"2007","30000","Wakayama-ken","472628",""
"2007","31000","Tottori-ken","350726",""
"2007","32000","Shimane-ken","670778",""
"2007","33000","Okayama-ken","711320",""
"2007","34000","Hiroshima-ken","847903",""
"2007","35000","Yamaguchi-ken","611273",""
"2007","36000","Tokushima-ken","414590",""
"2007","37000","Kagawa-ken","187651",""
"2007","38000","Ehime-ken","567755",""
"2007","39000","Kochi-ken","710504",""
"2007","40000","Fukuoka-ken","497659",""
"2007","41000","Saga-ken","243958",""
"2007","42000","Nagasaki-ken","409555",""
"2007","43000","Kumamoto-ken","740569",""
"2007","44000","Oita-ken","633934",""
"2007","45000","Miyazaki-ken","773478",""
"2007","46000","Kagoshima-ken","918841",""
"2007","47000","Okinawa-ken","227571",""
"2008","00000","Japan","37794357",""
"2008","01000","Hokkaido","8345658",""
"2008","02000","Aomori-ken","960711",""
"2008","03000","Iwate-ken","1527886",""
"2008","04000","Miyagi-ken","728575",""
"2008","05000","Akita-ken","1161228",""
"2008","06000","Yamagata-ken","932346",""
"2008","07000","Fukushima-ken","1378275",""
"2008","08000","Ibaraki-ken","609569",""
"2008","09000","Tochigi-ken","640828",""
"2008","10000","Gumma-ken","636316",""
"2008","11000","Saitama-ken","379730",""
"2008","12000","Chiba-ken","515670",""
"2008","13000","Tokyo-to","218750",""
"2008","14000","Kanagawa-ken","241584",""
"2008","15000","Niigata-ken","1258348",""
"2008","16000","Toyama-ken","424755",""
"2008","17000","Ishikawa-ken","418554",""
"2008","18000","Fukui-ken","418954",""
"2008","19000","Yamanashi-ken","446537",""
"2008","20000","Nagano-ken","1356223",""
"2008","21000","Gifu-ken","1062117",""
"2008","22000","Shizuoka-ken","778033",""
"2008","23000","Aichi-ken","516457",""
"2008","24000","Mie-ken","577719",""
"2008","25000","Shiga-ken","401736",""
"2008","26000","Kyoto-fu","461301",""
"2008","27000","Osaka-fu","189785",""
"2008","28000","Hyogo-ken","839584",""
"2008","29000","Nara-ken","369109",""
"2008","30000","Wakayama-ken","472629",""
"2008","31000","Tottori-ken","350726",""
"2008","32000","Shimane-ken","670786",""
"2008","33000","Okayama-ken","711321",""
"2008","34000","Hiroshima-ken","847905",""
"2008","35000","Yamaguchi-ken","611381",""
"2008","36000","Tokushima-ken","414655",""
"2008","37000","Kagawa-ken","187651",""
"2008","38000","Ehime-ken","567773",""
"2008","39000","Kochi-ken","710513",""
"2008","40000","Fukuoka-ken","497697",""
"2008","41000","Saga-ken","243960",""
"2008","42000","Nagasaki-ken","410448",""
"2008","43000","Kumamoto-ken","740580",""
"2008","44000","Oita-ken","633954",""
"2008","45000","Miyazaki-ken","773480",""
"2008","46000","Kagoshima-ken","918867",""
"2008","47000","Okinawa-ken","227591",""
"2009","00000","Japan","37794651",""
"2009","01000","Hokkaido","8345675",""
"2009","02000","Aomori-ken","964421",""
"2009","03000","Iwate-ken","1527889",""
"2009","04000","Miyagi-ken","728575",""
"2009","05000","Akita-ken","1163625",""
"2009","06000","Yamagata-ken","932346",""
"2009","07000","Fukushima-ken","1378275",""
"2009","08000","Ibaraki-ken","609569",""
"2009","09000","Tochigi-ken","640828",""
"2009","10000","Gumma-ken","636316",""
"2009","11000","Saitama-ken","379730",""
"2009","12000","Chiba-ken","515670",""
"2009","13000","Tokyo-to","218750",""
"2009","14000","Kanagawa-ken","241585",""
"2009","15000","Niigata-ken","1258373",""
"2009","16000","Toyama-ken","424759",""
"2009","17000","Ishikawa-ken","418558",""
"2009","18000","Fukui-ken","418959",""
"2009","19000","Yamanashi-ken","446537",""
"2009","20000","Nagano-ken","1356223",""
"2009","21000","Gifu-ken","1062117",""
"2009","22000","Shizuoka-ken","778038",""
"2009","23000","Aichi-ken","516458",""
"2009","24000","Mie-ken","577722",""
"2009","25000","Shiga-ken","401736",""
"2009","26000","Kyoto-fu","461313",""
"2009","27000","Osaka-fu","189801",""
"2009","28000","Hyogo-ken","839589",""
"2009","29000","Nara-ken","369109",""
"2009","30000","Wakayama-ken","472629",""
"2009","31000","Tottori-ken","350726",""
"2009","32000","Shimane-ken","670786",""
"2009","33000","Okayama-ken","711321",""
"2009","34000","Hiroshima-ken","847927",""
"2009","35000","Yamaguchi-ken","611389",""
"2009","36000","Tokushima-ken","414667",""
"2009","37000","Kagawa-ken","187653",""
"2009","38000","Ehime-ken","567800",""
"2009","39000","Kochi-ken","710516",""
"2009","40000","Fukuoka-ken","497720",""
"2009","41000","Saga-ken","243965",""
"2009","42000","Nagasaki-ken","410505",""
"2009","43000","Kumamoto-ken","740584",""
"2009","44000","Oita-ken","633958",""
"2009","45000","Miyazaki-ken","773483",""
"2009","46000","Kagoshima-ken","918875",""
"2009","47000","Okinawa-ken","227601",""
"2010","00000","Japan","37795010",""
"2010","01000","Hokkaido","8345687",""
"2010","02000","Aomori-ken","964454",""
"2010","03000","Iwate-ken","1527889",""
"2010","04000","Miyagi-ken","728576",""
"2010","05000","Akita-ken","1163625",""
"2010","06000","Yamagata-ken","932346",""
"2010","07000","Fukushima-ken","1378276",""
"2010","08000","Ibaraki-ken","609572",""
"2010","09000","Tochigi-ken","640828",""
"2010","10000","Gumma-ken","636233",""
"2010","11000","Saitama-ken","379813",""
"2010","12000","Chiba-ken","515670",""
"2010","13000","Tokyo-to","218750",""
"2010","14000","Kanagawa-ken","241586",""
