"Time","Region Code","Region","Total population (Both sexes)【person】","Annotation"
"2017","40000","Fukuoka-ken","5123000",""
"2017","41000","Saga-ken","825000",""
"2017","42000","Nagasaki-ken","1355000",""
"2017","43000","Kumamoto-ken","1767000",""
"2017","44000","Oita-ken","1152000",""
"2017","45000","Miyazaki-ken","1091000",""
"2017","46000","Kagoshima-ken","1626000",""
"2017","47000","Okinawa-ken","1448000",""
"2018","00000","Japan","126749000",""
"2018","01000","Hokkaido","5293000",""
"2018","02000","Aomori-ken","1268000",""
"2018","03000","Iwate-ken","1240000",""
"2018","04000","Miyagi-ken","2320000",""
"2018","05000","Akita-ken","985000",""
"2018","06000","Yamagata-ken","1092000",""
"2018","07000","Fukushima-ken","1869000",""
"2018","08000","Ibaraki-ken","2892000",""
"2018","09000","Tochigi-ken","1953000",""
"2018","10000","Gumma-ken","1957000",""
"2018","11000","Saitama-ken","7325000",""
"2018","12000","Chiba-ken","6273000",""
"2018","13000","Tokyo-to","13887000",""
"2018","14000","Kanagawa-ken","9197000",""
"2018","15000","Niigata-ken","2246000",""
"2018","16000","Toyama-ken","1050000",""
"2018","17000","Ishikawa-ken","1145000",""
"2018","18000","Fukui-ken","777000",""
"2018","19000","Yamanashi-ken","821000",""
"2018","20000","Nagano-ken","2073000",""
"2018","21000","Gifu-ken","2001000",""
"2018","22000","Shizuoka-ken","3667000",""
"2018","23000","Aichi-ken","7541000",""
"2018","24000","Mie-ken","1793000",""
"2018","25000","Shiga-ken","1414000",""
"2018","26000","Kyoto-fu","2598000",""
"2018","27000","Osaka-fu","8838000",""
"2018","28000","Hyogo-ken","5501000",""
"2018","29000","Nara-ken","1341000",""
"2018","30000","Wakayama-ken","940000",""
"2018","31000","Tottori-ken","562000",""
"2018","32000","Shimane-ken","682000",""
"2018","33000","Okayama-ken","1904000",""
"2018","34000","Hiroshima-ken","2824000",""
"2018","35000","Yamaguchi-ken","1369000",""
"2018","36000","Tokushima-ken","736000",""
"2018","37000","Kagawa-ken","963000",""
"2018","38000","Ehime-ken","1357000",""
"2018","39000","Kochi-ken","707000",""
"2018","40000","Fukuoka-ken","5131000",""
"2018","41000","Saga-ken","821000",""
"2018","42000","Nagasaki-ken","1341000",""
"2018","43000","Kumamoto-ken","1759000",""
"2018","44000","Oita-ken","1143000",""
"2018","45000","Miyazaki-ken","1084000",""
"2018","46000","Kagoshima-ken","1614000",""
"2018","47000","Okinawa-ken","1454000",""
"2019","00000","Japan","126555000",""
"2019","01000","Hokkaido","5259000",""
"2019","02000","Aomori-ken","1253000",""
"2019","03000","Iwate-ken","1226000",""
"2019","04000","Miyagi-ken","2312000",""
"2019","05000","Akita-ken","972000",""
"2019","06000","Yamagata-ken","1080000",""
"2019","07000","Fukushima-ken","1852000",""
"2019","08000","Ibaraki-ken","2879000",""
"2019","09000","Tochigi-ken","1943000",""
"2019","10000","Gumma-ken","1949000",""
"2019","11000","Saitama-ken","7342000",""
"2019","12000","Chiba-ken","6283000",""
"2019","13000","Tokyo-to","14007000",""
"2019","14000","Kanagawa-ken","9224000",""
"2019","15000","Niigata-ken","2224000",""
"2019","16000","Toyama-ken","1043000",""
"2019","17000","Ishikawa-ken","1139000",""
"2019","18000","Fukui-ken","771000",""
"2019","19000","Yamanashi-ken","815000",""
"2019","20000","Nagano-ken","2061000",""
"2019","21000","Gifu-ken","1992000",""
"2019","22000","Shizuoka-ken","3653000",""
"2019","23000","Aichi-ken","7557000",""
"2019","24000","Mie-ken","1783000",""
"2019","25000","Shiga-ken","1416000",""
"2019","26000","Kyoto-fu","2592000",""
"2019","27000","Osaka-fu","8842000",""
"2019","28000","Hyogo-ken","5488000",""
"2019","29000","Nara-ken","1333000",""
"2019","30000","Wakayama-ken","931000",""
"2019","31000","Tottori-ken","557000",""
"2019","32000","Shimane-ken","677000",""
"2019","33000","Okayama-ken","1897000",""
"2019","34000","Hiroshima-ken","2813000",""
"2019","35000","Yamaguchi-ken","1357000",""
"2019","36000","Tokushima-ken","728000",""
"2019","37000","Kagawa-ken","958000",""
"2019","38000","Ehime-ken","1346000",""
"2019","39000","Kochi-ken","699000",""
"2019","40000","Fukuoka-ken","5134000",""
"2019","41000","Saga-ken","817000",""
"2019","42000","Nagasaki-ken","1327000",""
"2019","43000","Kumamoto-ken","1749000",""
"2019","44000","Oita-ken","1134000",""
"2019","45000","Miyazaki-ken","1077000",""
"2019","46000","Kagoshima-ken","1602000",""
"2019","47000","Okinawa-ken","1462000",""
"2020","00000","Japan","126146099","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"2020","01000","Hokkaido","5224614",""
"2020","02000","Aomori-ken","1237984",""
"2020","03000","Iwate-ken","1210534",""
"2020","04000","Miyagi-ken","2301996",""
"2020","05000","Akita-ken","959502",""
"2020","06000","Yamagata-ken","1068027",""
"2020","07000","Fukushima-ken","1833152",""
"2020","08000","Ibaraki-ken","2867009",""
"2020","09000","Tochigi-ken","1933146",""
"2020","10000","Gumma-ken","1939110",""
"2020","11000","Saitama-ken","7344765",""
"2020","12000","Chiba-ken","6284480",""
"2020","13000","Tokyo-to","14047594",""
"2020","14000","Kanagawa-ken","9237337",""
"2020","15000","Niigata-ken","2201272",""
"2020","16000","Toyama-ken","1034814",""
"2020","17000","Ishikawa-ken","1132526",""
"2020","18000","Fukui-ken","766863",""
"2020","19000","Yamanashi-ken","809974",""
"2020","20000","Nagano-ken","2048011",""
"2020","21000","Gifu-ken","1978742",""
"2020","22000","Shizuoka-ken","3633202",""
"2020","23000","Aichi-ken","7542415",""
"2020","24000","Mie-ken","1770254",""
"2020","25000","Shiga-ken","1413610",""
"2020","26000","Kyoto-fu","2578087",""
"2020","27000","Osaka-fu","8837685",""
"2020","28000","Hyogo-ken","5465002",""
"2020","29000","Nara-ken","1324473",""
"2020","30000","Wakayama-ken","922584",""
"2020","31000","Tottori-ken","553407",""
"2020","32000","Shimane-ken","671126",""
"2020","33000","Okayama-ken","1888432",""
"2020","34000","Hiroshima-ken","2799702",""
"2020","35000","Yamaguchi-ken","1342059",""
"2020","36000","Tokushima-ken","719559",""
"2020","37000","Kagawa-ken","950244",""
"2020","38000","Ehime-ken","1334841",""
"2020","39000","Kochi-ken","691527",""
"2020","40000","Fukuoka-ken","5135214",""
"2020","41000","Saga-ken","811442",""
"2020","42000","Nagasaki-ken","1312317",""
"2020","43000","Kumamoto-ken","1738301",""
"2020","44000","Oita-ken","1123852",""
"2020","45000","Miyazaki-ken","1069576",""
"2020","46000","Kagoshima-ken","1588256",""
"2020","47000","Okinawa-ken","1467480",""
"2021","00000","Japan","125502000",""
"2021","01000","Hokkaido","5183000",""
"2021","02000","Aomori-ken","1221000",""
"2021","03000","Iwate-ken","1196000",""
"2021","04000","Miyagi-ken","2290000",""
"2021","05000","Akita-ken","945000",""
"2021","06000","Yamagata-ken","1055000",""
"2021","07000","Fukushima-ken","1812000",""
"2021","08000","Ibaraki-ken","2852000",""
"2021","09000","Tochigi-ken","1921000",""
"2021","10000","Gumma-ken","1927000",""
"2021","11000","Saitama-ken","7340000",""
"2021","12000","Chiba-ken","6275000",""
"2021","13000","Tokyo-to","14010000",""
"2021","14000","Kanagawa-ken","9236000",""
"2021","15000","Niigata-ken","2177000",""
"2021","16000","Toyama-ken","1025000",""
"2021","17000","Ishikawa-ken","1125000",""
"2021","18000","Fukui-ken","760000",""
"2021","19000","Yamanashi-ken","805000",""
"2021","20000","Nagano-ken","2033000",""
"2021","21000","Gifu-ken","1961000",""
"2021","22000","Shizuoka-ken","3608000",""
"2021","23000","Aichi-ken","7517000",""
"2021","24000","Mie-ken","1756000",""
"2021","25000","Shiga-ken","1411000",""
"2021","26000","Kyoto-fu","2561000",""
"2021","27000","Osaka-fu","8806000",""
"2021","28000","Hyogo-ken","5432000",""
"2021","29000","Nara-ken","1315000",""
"2021","30000","Wakayama-ken","914000",""
"2021","31000","Tottori-ken","549000",""
"2021","32000","Shimane-ken","665000",""
"2021","33000","Okayama-ken","1876000",""
"2021","34000","Hiroshima-ken","2780000",""
"2021","35000","Yamaguchi-ken","1328000",""
"2021","36000","Tokushima-ken","712000",""
"2021","37000","Kagawa-ken","942000",""
"2021","38000","Ehime-ken","1321000",""
"2021","39000","Kochi-ken","684000",""
"2021","40000","Fukuoka-ken","5124000",""
"2021","41000","Saga-ken","806000",""
"2021","42000","Nagasaki-ken","1297000",""
"2021","43000","Kumamoto-ken","1728000",""
"2021","44000","Oita-ken","1114000",""
"2021","45000","Miyazaki-ken","1061000",""
"2021","46000","Kagoshima-ken","1576000",""
"2021","47000","Okinawa-ken","1468000",""
"2022","00000","Japan","124947000",""
"2022","01000","Hokkaido","5140000",""
"2022","02000","Aomori-ken","1204000",""
"2022","03000","Iwate-ken","1181000",""
"2022","04000","Miyagi-ken","2280000",""
"2022","05000","Akita-ken","930000",""
"2022","06000","Yamagata-ken","1041000",""
"2022","07000","Fukushima-ken","1790000",""
"2022","08000","Ibaraki-ken","2840000",""
"2022","09000","Tochigi-ken","1909000",""
"2022","10000","Gumma-ken","1913000",""
"2022","11000","Saitama-ken","7337000",""
"2022","12000","Chiba-ken","6266000",""
"2022","13000","Tokyo-to","14038000",""
"2022","14000","Kanagawa-ken","9232000",""
"2022","15000","Niigata-ken","2153000",""
"2022","16000","Toyama-ken","1017000",""
"2022","17000","Ishikawa-ken","1118000",""
"2022","18000","Fukui-ken","753000",""
"2022","19000","Yamanashi-ken","802000",""
"2022","20000","Nagano-ken","2020000",""
"2022","21000","Gifu-ken","1946000",""
"2022","22000","Shizuoka-ken","3582000",""
"2022","23000","Aichi-ken","7495000",""
"2022","24000","Mie-ken","1742000",""
"2022","25000","Shiga-ken","1409000",""
"2022","26000","Kyoto-fu","2550000",""
"2022","27000","Osaka-fu","8782000",""
"2022","28000","Hyogo-ken","5402000",""
"2022","29000","Nara-ken","1306000",""
"2022","30000","Wakayama-ken","903000",""
"2022","31000","Tottori-ken","544000",""
"2022","32000","Shimane-ken","658000",""
"2022","33000","Okayama-ken","1862000",""
"2022","34000","Hiroshima-ken","2760000",""
"2022","35000","Yamaguchi-ken","1313000",""
"2022","36000","Tokushima-ken","704000",""
"2022","37000","Kagawa-ken","934000",""
"2022","38000","Ehime-ken","1306000",""
"2022","39000","Kochi-ken","676000",""
"2022","40000","Fukuoka-ken","5116000",""
"2022","41000","Saga-ken","801000",""
"2022","42000","Nagasaki-ken","1283000",""
"2022","43000","Kumamoto-ken","1718000",""
"2022","44000","Oita-ken","1107000",""
"2022","45000","Miyazaki-ken","1052000",""
"2022","46000","Kagoshima-ken","1563000",""
"2022","47000","Okinawa-ken","1468000",""
"2023","00000","Japan","124352000",""
"2023","01000","Hokkaido","5092000",""
"2023","02000","Aomori-ken","1184000",""
"2023","03000","Iwate-ken","1163000",""
"2023","04000","Miyagi-ken","2264000",""
"2023","05000","Akita-ken","914000",""
"2023","06000","Yamagata-ken","1026000",""
"2023","07000","Fukushima-ken","1767000",""
"2023","08000","Ibaraki-ken","2825000",""
"2023","09000","Tochigi-ken","1897000",""
"2023","10000","Gumma-ken","1902000",""
"2023","11000","Saitama-ken","7331000",""
"2023","12000","Chiba-ken","6257000",""
"2023","13000","Tokyo-to","14086000",""
"2023","14000","Kanagawa-ken","9229000",""
"2023","15000","Niigata-ken","2126000",""
"2023","16000","Toyama-ken","1007000",""
"2023","17000","Ishikawa-ken","1109000",""
"2023","18000","Fukui-ken","744000",""
"2023","19000","Yamanashi-ken","796000",""
"2023","20000","Nagano-ken","2004000",""
"2023","21000","Gifu-ken","1931000",""
"2023","22000","Shizuoka-ken","3555000",""
"2023","23000","Aichi-ken","7477000",""
"2023","24000","Mie-ken","1727000",""
"2023","25000","Shiga-ken","1407000",""
"2023","26000","Kyoto-fu","2535000",""
"2023","27000","Osaka-fu","8763000",""
"2023","28000","Hyogo-ken","5370000",""
"2023","29000","Nara-ken","1296000",""
"2023","30000","Wakayama-ken","892000",""
"2023","31000","Tottori-ken","537000",""
"2023","32000","Shimane-ken","650000",""
"2023","33000","Okayama-ken","1847000",""
"2023","34000","Hiroshima-ken","2738000",""
"2023","35000","Yamaguchi-ken","1298000",""
"2023","36000","Tokushima-ken","695000",""
"2023","37000","Kagawa-ken","926000",""
"2023","38000","Ehime-ken","1291000",""
"2023","39000","Kochi-ken","666000",""
"2023","40000","Fukuoka-ken","5103000",""
"2023","41000","Saga-ken","795000",""
"2023","42000","Nagasaki-ken","1267000",""
"2023","43000","Kumamoto-ken","1709000",""
"2023","44000","Oita-ken","1096000",""
"2023","45000","Miyazaki-ken","1042000",""
"2023","46000","Kagoshima-ken","1549000",""
"2023","47000","Okinawa-ken","1468000",""
