"Time","Region Code","Region","Total population (Both sexes)【person】","Annotation"
"1975","10000","Gumma-ken","1756480",""
"1975","11000","Saitama-ken","4821340",""
"1975","12000","Chiba-ken","4149147",""
"1975","13000","Tokyo-to","11673554",""
"1975","14000","Kanagawa-ken","6397748",""
"1975","15000","Niigata-ken","2391938",""
"1975","16000","Toyama-ken","1070791",""
"1975","17000","Ishikawa-ken","1069872",""
"1975","18000","Fukui-ken","773599",""
"1975","19000","Yamanashi-ken","783050",""
"1975","20000","Nagano-ken","2017564",""
"1975","21000","Gifu-ken","1867978",""
"1975","22000","Shizuoka-ken","3308799",""
"1975","23000","Aichi-ken","5923569",""
"1975","24000","Mie-ken","1626002",""
"1975","25000","Shiga-ken","985621",""
"1975","26000","Kyoto-fu","2424856",""
"1975","27000","Osaka-fu","8278925",""
"1975","28000","Hyogo-ken","4992140",""
"1975","29000","Nara-ken","1077491",""
"1975","30000","Wakayama-ken","1072118",""
"1975","31000","Tottori-ken","581311",""
"1975","32000","Shimane-ken","768886",""
"1975","33000","Okayama-ken","1814305",""
"1975","34000","Hiroshima-ken","2646324",""
"1975","35000","Yamaguchi-ken","1555218",""
"1975","36000","Tokushima-ken","805166",""
"1975","37000","Kagawa-ken","961292",""
"1975","38000","Ehime-ken","1465215",""
"1975","39000","Kochi-ken","808397",""
"1975","40000","Fukuoka-ken","4292963",""
"1975","41000","Saga-ken","837674",""
"1975","42000","Nagasaki-ken","1571912",""
"1975","43000","Kumamoto-ken","1715273",""
"1975","44000","Oita-ken","1190314",""
"1975","45000","Miyazaki-ken","1085055",""
"1975","46000","Kagoshima-ken","1723902",""
"1975","47000","Okinawa-ken","1042572",""
"1976","00000","Japan","113094000",""
"1976","01000","Hokkaido","5395000",""
"1976","02000","Aomori-ken","1484000",""
"1976","03000","Iwate-ken","1395000",""
"1976","04000","Miyagi-ken","1984000",""
"1976","05000","Akita-ken","1239000",""
"1976","06000","Yamagata-ken","1227000",""
"1976","07000","Fukushima-ken","1984000",""
"1976","08000","Ibaraki-ken","2380000",""
"1976","09000","Tochigi-ken","1717000",""
"1976","10000","Gumma-ken","1778000",""
"1976","11000","Saitama-ken","4964000",""
"1976","12000","Chiba-ken","4267000",""
"1976","13000","Tokyo-to","11674000",""
"1976","14000","Kanagawa-ken","6510000",""
"1976","15000","Niigata-ken","2406000",""
"1976","16000","Toyama-ken","1079000",""
"1976","17000","Ishikawa-ken","1082000",""
"1976","18000","Fukui-ken","779000",""
"1976","19000","Yamanashi-ken","787000",""
"1976","20000","Nagano-ken","2033000",""
"1976","21000","Gifu-ken","1889000",""
"1976","22000","Shizuoka-ken","3341000",""
"1976","23000","Aichi-ken","5988000",""
"1976","24000","Mie-ken","1638000",""
"1976","25000","Shiga-ken","1006000",""
"1976","26000","Kyoto-fu","2452000",""
"1976","27000","Osaka-fu","8330000",""
"1976","28000","Hyogo-ken","5029000",""
"1976","29000","Nara-ken","1098000",""
"1976","30000","Wakayama-ken","1077000",""
"1976","31000","Tottori-ken","586000",""
"1976","32000","Shimane-ken","771000",""
"1976","33000","Okayama-ken","1829000",""
"1976","34000","Hiroshima-ken","2670000",""
"1976","35000","Yamaguchi-ken","1564000",""
"1976","36000","Tokushima-ken","809000",""
"1976","37000","Kagawa-ken","970000",""
"1976","38000","Ehime-ken","1476000",""
"1976","39000","Kochi-ken","814000",""
"1976","40000","Fukuoka-ken","4353000",""
"1976","41000","Saga-ken","842000",""
"1976","42000","Nagasaki-ken","1576000",""
"1976","43000","Kumamoto-ken","1731000",""
"1976","44000","Oita-ken","1199000",""
"1976","45000","Miyazaki-ken","1100000",""
"1976","46000","Kagoshima-ken","1735000",""
"1976","47000","Okinawa-ken","1058000",""
"1977","00000","Japan","114165000",""
"1977","01000","Hokkaido","5443000",""
"1977","02000","Aomori-ken","1496000",""
"1977","03000","Iwate-ken","1401000",""
"1977","04000","Miyagi-ken","2008000",""
"1977","05000","Akita-ken","1245000",""
"1977","06000","Yamagata-ken","1234000",""
"1977","07000","Fukushima-ken","1998000",""
"1977","08000","Ibaraki-ken","2417000",""
"1977","09000","Tochigi-ken","1736000",""
"1977","10000","Gumma-ken","1799000",""
"1977","11000","Saitama-ken","5091000",""
"1977","12000","Chiba-ken","4382000",""
"1977","13000","Tokyo-to","11669000",""
"1977","14000","Kanagawa-ken","6616000",""
"1977","15000","Niigata-ken","2417000",""
"1977","16000","Toyama-ken","1085000",""
"1977","17000","Ishikawa-ken","1091000",""
"1977","18000","Fukui-ken","783000",""
"1977","19000","Yamanashi-ken","792000",""
"1977","20000","Nagano-ken","2048000",""
"1977","21000","Gifu-ken","1909000",""
"1977","22000","Shizuoka-ken","3368000",""
"1977","23000","Aichi-ken","6052000",""
"1977","24000","Mie-ken","1649000",""
"1977","25000","Shiga-ken","1026000",""
"1977","26000","Kyoto-fu","2474000",""
"1977","27000","Osaka-fu","8373000",""
"1977","28000","Hyogo-ken","5063000",""
"1977","29000","Nara-ken","1124000",""
"1977","30000","Wakayama-ken","1080000",""
"1977","31000","Tottori-ken","591000",""
"1977","32000","Shimane-ken","775000",""
"1977","33000","Okayama-ken","1840000",""
"1977","34000","Hiroshima-ken","2689000",""
"1977","35000","Yamaguchi-ken","1573000",""
"1977","36000","Tokushima-ken","813000",""
"1977","37000","Kagawa-ken","979000",""
"1977","38000","Ehime-ken","1486000",""
"1977","39000","Kochi-ken","819000",""
"1977","40000","Fukuoka-ken","4411000",""
"1977","41000","Saga-ken","848000",""
"1977","42000","Nagasaki-ken","1582000",""
"1977","43000","Kumamoto-ken","1747000",""
"1977","44000","Oita-ken","1207000",""
"1977","45000","Miyazaki-ken","1114000",""
"1977","46000","Kagoshima-ken","1747000",""
"1977","47000","Okinawa-ken","1071000",""
"1978","00000","Japan","115190000",""
"1978","01000","Hokkaido","5490000",""
"1978","02000","Aomori-ken","1507000",""
"1978","03000","Iwate-ken","1409000",""
"1978","04000","Miyagi-ken","2032000",""
"1978","05000","Akita-ken","1250000",""
"1978","06000","Yamagata-ken","1241000",""
"1978","07000","Fukushima-ken","2012000",""
"1978","08000","Ibaraki-ken","2463000",""
"1978","09000","Tochigi-ken","1753000",""
"1978","10000","Gumma-ken","1817000",""
"1978","11000","Saitama-ken","5208000",""
"1978","12000","Chiba-ken","4508000",""
"1978","13000","Tokyo-to","11659000",""
"1978","14000","Kanagawa-ken","6728000",""
"1978","15000","Niigata-ken","2428000",""
"1978","16000","Toyama-ken","1092000",""
"1978","17000","Ishikawa-ken","1100000",""
"1978","18000","Fukui-ken","787000",""
"1978","19000","Yamanashi-ken","796000",""
"1978","20000","Nagano-ken","2062000",""
"1978","21000","Gifu-ken","1927000",""
"1978","22000","Shizuoka-ken","3396000",""
"1978","23000","Aichi-ken","6115000",""
"1978","24000","Mie-ken","1661000",""
"1978","25000","Shiga-ken","1043000",""
"1978","26000","Kyoto-fu","2494000",""
"1978","27000","Osaka-fu","8412000",""
"1978","28000","Hyogo-ken","5093000",""
"1978","29000","Nara-ken","1152000",""
"1978","30000","Wakayama-ken","1084000",""
"1978","31000","Tottori-ken","595000",""
"1978","32000","Shimane-ken","779000",""
"1978","33000","Okayama-ken","1850000",""
"1978","34000","Hiroshima-ken","2703000",""
"1978","35000","Yamaguchi-ken","1579000",""
"1978","36000","Tokushima-ken","818000",""
"1978","37000","Kagawa-ken","986000",""
"1978","38000","Ehime-ken","1493000",""
"1978","39000","Kochi-ken","824000",""
"1978","40000","Fukuoka-ken","4460000",""
"1978","41000","Saga-ken","854000",""
"1978","42000","Nagasaki-ken","1587000",""
"1978","43000","Kumamoto-ken","1763000",""
"1978","44000","Oita-ken","1215000",""
"1978","45000","Miyazaki-ken","1127000",""
"1978","46000","Kagoshima-ken","1760000",""
"1978","47000","Okinawa-ken","1081000",""
"1979","00000","Japan","116155000",""
"1979","01000","Hokkaido","5535000",""
"1979","02000","Aomori-ken","1516000",""
"1979","03000","Iwate-ken","1416000",""
"1979","04000","Miyagi-ken","2059000",""
"1979","05000","Akita-ken","1254000",""
"1979","06000","Yamagata-ken","1247000",""
"1979","07000","Fukushima-ken","2023000",""
"1979","08000","Ibaraki-ken","2510000",""
"1979","09000","Tochigi-ken","1775000",""
"1979","10000","Gumma-ken","1833000",""
"1979","11000","Saitama-ken","5318000",""
"1979","12000","Chiba-ken","4626000",""
"1979","13000","Tokyo-to","11637000",""
"1979","14000","Kanagawa-ken","6832000",""
"1979","15000","Niigata-ken","2439000",""
"1979","16000","Toyama-ken","1098000",""
"1979","17000","Ishikawa-ken","1110000",""
"1979","18000","Fukui-ken","791000",""
"1979","19000","Yamanashi-ken","800000",""
"1979","20000","Nagano-ken","2074000",""
"1979","21000","Gifu-ken","1943000",""
"1979","22000","Shizuoka-ken","3423000",""
"1979","23000","Aichi-ken","6171000",""
"1979","24000","Mie-ken","1672000",""
"1979","25000","Shiga-ken","1061000",""
"1979","26000","Kyoto-fu","2512000",""
"1979","27000","Osaka-fu","8445000",""
"1979","28000","Hyogo-ken","5119000",""
"1979","29000","Nara-ken","1181000",""
"1979","30000","Wakayama-ken","1086000",""
"1979","31000","Tottori-ken","600000",""
"1979","32000","Shimane-ken","782000",""
"1979","33000","Okayama-ken","1861000",""
"1979","34000","Hiroshima-ken","2717000",""
"1979","35000","Yamaguchi-ken","1583000",""
"1979","36000","Tokushima-ken","822000",""
"1979","37000","Kagawa-ken","993000",""
"1979","38000","Ehime-ken","1500000",""
"1979","39000","Kochi-ken","829000",""
"1979","40000","Fukuoka-ken","4506000",""
"1979","41000","Saga-ken","860000",""
"1979","42000","Nagasaki-ken","1588000",""
"1979","43000","Kumamoto-ken","1777000",""
"1979","44000","Oita-ken","1223000",""
"1979","45000","Miyazaki-ken","1141000",""
"1979","46000","Kagoshima-ken","1773000",""
"1979","47000","Okinawa-ken","1094000",""
"1980","00000","Japan","117060396","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"1980","01000","Hokkaido","5575989",""
"1980","02000","Aomori-ken","1523907",""
"1980","03000","Iwate-ken","1421927",""
"1980","04000","Miyagi-ken","2082320",""
"1980","05000","Akita-ken","1256745",""
"1980","06000","Yamagata-ken","1251917",""
"1980","07000","Fukushima-ken","2035272",""
"1980","08000","Ibaraki-ken","2558007",""
"1980","09000","Tochigi-ken","1792201",""
"1980","10000","Gumma-ken","1848562",""
"1980","11000","Saitama-ken","5420480",""
"1980","12000","Chiba-ken","4735424",""
"1980","13000","Tokyo-to","11618281",""
"1980","14000","Kanagawa-ken","6924348",""
"1980","15000","Niigata-ken","2451357",""
"1980","16000","Toyama-ken","1103459",""
"1980","17000","Ishikawa-ken","1119304",""
"1980","18000","Fukui-ken","794354",""
"1980","19000","Yamanashi-ken","804256",""
"1980","20000","Nagano-ken","2083934",""
"1980","21000","Gifu-ken","1960107",""
"1980","22000","Shizuoka-ken","3446804",""
"1980","23000","Aichi-ken","6221638",""
"1980","24000","Mie-ken","1686936",""
"1980","25000","Shiga-ken","1079898",""
"1980","26000","Kyoto-fu","2527330",""
"1980","27000","Osaka-fu","8473446",""
"1980","28000","Hyogo-ken","5144892",""
"1980","29000","Nara-ken","1209365",""
"1980","30000","Wakayama-ken","1087012",""
"1980","31000","Tottori-ken","604221",""
"1980","32000","Shimane-ken","784795",""
"1980","33000","Okayama-ken","1871023",""
"1980","34000","Hiroshima-ken","2739161",""
"1980","35000","Yamaguchi-ken","1587079",""
"1980","36000","Tokushima-ken","825261",""
"1980","37000","Kagawa-ken","999864",""
"1980","38000","Ehime-ken","1506637",""
"1980","39000","Kochi-ken","831275",""
"1980","40000","Fukuoka-ken","4553461",""
"1980","41000","Saga-ken","865574",""
"1980","42000","Nagasaki-ken","1590564",""
"1980","43000","Kumamoto-ken","1790327",""
"1980","44000","Oita-ken","1228913",""
"1980","45000","Miyazaki-ken","1151587",""
"1980","46000","Kagoshima-ken","1784623",""
"1980","47000","Okinawa-ken","1106559",""
"1981","00000","Japan","117902000",""
"1981","01000","Hokkaido","5605000",""
"1981","02000","Aomori-ken","1526000",""
"1981","03000","Iwate-ken","1426000",""
"1981","04000","Miyagi-ken","2104000",""
"1981","05000","Akita-ken","1259000",""
"1981","06000","Yamagata-ken","1255000",""
"1981","07000","Fukushima-ken","2043000",""
"1981","08000","Ibaraki-ken","2595000",""
"1981","09000","Tochigi-ken","1807000",""
"1981","10000","Gumma-ken","1864000",""
"1981","11000","Saitama-ken","5520000",""
"1981","12000","Chiba-ken","4834000",""
"1981","13000","Tokyo-to","11626000",""
"1981","14000","Kanagawa-ken","7022000",""
"1981","15000","Niigata-ken","2459000",""
"1981","16000","Toyama-ken","1106000",""
"1981","17000","Ishikawa-ken","1127000",""
"1981","18000","Fukui-ken","798000",""
"1981","19000","Yamanashi-ken","809000",""
"1981","20000","Nagano-ken","2093000",""
"1981","21000","Gifu-ken","1975000",""
"1981","22000","Shizuoka-ken","3472000",""
"1981","23000","Aichi-ken","6266000",""
"1981","24000","Mie-ken","1702000",""
"1981","25000","Shiga-ken","1097000",""
"1981","26000","Kyoto-fu","2539000",""
"1981","27000","Osaka-fu","8509000",""
"1981","28000","Hyogo-ken","5171000",""
"1981","29000","Nara-ken","1233000",""
"1981","30000","Wakayama-ken","1088000",""
"1981","31000","Tottori-ken","607000",""
"1981","32000","Shimane-ken","787000",""
"1981","33000","Okayama-ken","1881000",""
"1981","34000","Hiroshima-ken","2761000",""
"1981","35000","Yamaguchi-ken","1592000",""
"1981","36000","Tokushima-ken","827000",""
"1981","37000","Kagawa-ken","1005000",""
"1981","38000","Ehime-ken","1512000",""
"1981","39000","Kochi-ken","833000",""
"1981","40000","Fukuoka-ken","4594000",""
"1981","41000","Saga-ken","869000",""
"1981","42000","Nagasaki-ken","1594000",""
"1981","43000","Kumamoto-ken","1802000",""
"1981","44000","Oita-ken","1234000",""
"1981","45000","Miyazaki-ken","1158000",""
"1981","46000","Kagoshima-ken","1794000",""
"1981","47000","Okinawa-ken","1119000",""
"1982","00000","Japan","118728000",""
"1982","01000","Hokkaido","5630000",""
"1982","02000","Aomori-ken","1527000",""
"1982","03000","Iwate-ken","1429000",""
"1982","04000","Miyagi-ken","2125000",""
"1982","05000","Akita-ken","1258000",""
"1982","06000","Yamagata-ken","1257000",""
"1982","07000","Fukushima-ken","2052000",""
"1982","08000","Ibaraki-ken","2636000",""
"1982","09000","Tochigi-ken","1822000",""
"1982","10000","Gumma-ken","1879000",""
"1982","11000","Saitama-ken","5615000",""
"1982","12000","Chiba-ken","4923000",""
"1982","13000","Tokyo-to","11650000",""
"1982","14000","Kanagawa-ken","7127000",""
"1982","15000","Niigata-ken","2465000",""
"1982","16000","Toyama-ken","1110000",""
"1982","17000","Ishikawa-ken","1134000",""
"1982","18000","Fukui-ken","803000",""
"1982","19000","Yamanashi-ken","813000",""
"1982","20000","Nagano-ken","2102000",""
"1982","21000","Gifu-ken","1990000",""
"1982","22000","Shizuoka-ken","3498000",""
"1982","23000","Aichi-ken","6309000",""
"1982","24000","Mie-ken","1716000",""
"1982","25000","Shiga-ken","1112000",""
"1982","26000","Kyoto-fu","2553000",""
"1982","27000","Osaka-fu","8543000",""
"1982","28000","Hyogo-ken","5198000",""
"1982","29000","Nara-ken","1254000",""
"1982","30000","Wakayama-ken","1090000",""
"1982","31000","Tottori-ken","610000",""
"1982","32000","Shimane-ken","790000",""
"1982","33000","Okayama-ken","1891000",""
"1982","34000","Hiroshima-ken","2777000",""
"1982","35000","Yamaguchi-ken","1597000",""
"1982","36000","Tokushima-ken","830000",""
"1982","37000","Kagawa-ken","1010000",""
"1982","38000","Ehime-ken","1517000",""
"1982","39000","Kochi-ken","836000",""
"1982","40000","Fukuoka-ken","4632000",""
"1982","41000","Saga-ken","873000",""
"1982","42000","Nagasaki-ken","1595000",""
"1982","43000","Kumamoto-ken","1811000",""
"1982","44000","Oita-ken","1239000",""
"1982","45000","Miyazaki-ken","1166000",""
"1982","46000","Kagoshima-ken","1801000",""
"1982","47000","Okinawa-ken","1132000",""
"1983","00000","Japan","119536000",""
"1983","01000","Hokkaido","5656000",""
"1983","02000","Aomori-ken","1528000",""
"1983","03000","Iwate-ken","1432000",""
"1983","04000","Miyagi-ken","2144000",""
"1983","05000","Akita-ken","1256000",""
"1983","06000","Yamagata-ken","1258000",""
"1983","07000","Fukushima-ken","2061000",""
"1983","08000","Ibaraki-ken","2670000",""
"1983","09000","Tochigi-ken","1835000",""
"1983","10000","Gumma-ken","1893000",""
"1983","11000","Saitama-ken","5700000",""
"1983","12000","Chiba-ken","5005000",""
"1983","13000","Tokyo-to","11700000",""
"1983","14000","Kanagawa-ken","7227000",""
"1983","15000","Niigata-ken","2469000",""
"1983","16000","Toyama-ken","1113000",""
"1983","17000","Ishikawa-ken","1141000",""
"1983","18000","Fukui-ken","809000",""
"1983","19000","Yamanashi-ken","820000",""
"1983","20000","Nagano-ken","2112000",""
"1983","21000","Gifu-ken","2004000",""
"1983","22000","Shizuoka-ken","3522000",""
"1983","23000","Aichi-ken","6353000",""
"1983","24000","Mie-ken","1728000",""
"1983","25000","Shiga-ken","1127000",""
"1983","26000","Kyoto-fu","2569000",""
"1983","27000","Osaka-fu","8588000",""
"1983","28000","Hyogo-ken","5227000",""
"1983","29000","Nara-ken","1273000",""
"1983","30000","Wakayama-ken","1090000",""
"1983","31000","Tottori-ken","612000",""
"1983","32000","Shimane-ken","790000",""
"1983","33000","Okayama-ken","1901000",""
"1983","34000","Hiroshima-ken","2793000",""
"1983","35000","Yamaguchi-ken","1600000",""
"1983","36000","Tokushima-ken","831000",""
"1983","37000","Kagawa-ken","1014000",""
"1983","38000","Ehime-ken","1522000",""
"1983","39000","Kochi-ken","838000",""
"1983","40000","Fukuoka-ken","4667000",""
"1983","41000","Saga-ken","876000",""
"1983","42000","Nagasaki-ken","1596000",""
"1983","43000","Kumamoto-ken","1820000",""
"1983","44000","Oita-ken","1243000",""
"1983","45000","Miyazaki-ken","1170000",""
"1983","46000","Kagoshima-ken","1807000",""
"1983","47000","Okinawa-ken","1146000",""
"1984","00000","Japan","120305000",""
"1984","01000","Hokkaido","5672000",""
"1984","02000","Aomori-ken","1527000",""
"1984","03000","Iwate-ken","1433000",""
"1984","04000","Miyagi-ken","2161000",""
"1984","05000","Akita-ken","1255000",""
"1984","06000","Yamagata-ken","1260000",""
"1984","07000","Fukushima-ken","2071000",""
"1984","08000","Ibaraki-ken","2698000",""
"1984","09000","Tochigi-ken","1850000",""
"1984","10000","Gumma-ken","1908000",""
"1984","11000","Saitama-ken","5784000",""
"1984","12000","Chiba-ken","5079000",""
"1984","13000","Tokyo-to","11759000",""
"1984","14000","Kanagawa-ken","7328000",""
"1984","15000","Niigata-ken","2474000",""
"1984","16000","Toyama-ken","1116000",""
"1984","17000","Ishikawa-ken","1147000",""
"1984","18000","Fukui-ken","813000",""
"1984","19000","Yamanashi-ken","826000",""
"1984","20000","Nagano-ken","2125000",""
"1984","21000","Gifu-ken","2017000",""
"1984","22000","Shizuoka-ken","3547000",""
"1984","23000","Aichi-ken","6401000",""
"1984","24000","Mie-ken","1737000",""
"1984","25000","Shiga-ken","1141000",""
"1984","26000","Kyoto-fu","2578000",""
"1984","27000","Osaka-fu","8632000",""
"1984","28000","Hyogo-ken","5252000",""
"1984","29000","Nara-ken","1290000",""
"1984","30000","Wakayama-ken","1088000",""
"1984","31000","Tottori-ken","614000",""
"1984","32000","Shimane-ken","793000",""
"1984","33000","Okayama-ken","1909000",""
"1984","34000","Hiroshima-ken","2807000",""
"1984","35000","Yamaguchi-ken","1601000",""
"1984","36000","Tokushima-ken","834000",""
"1984","37000","Kagawa-ken","1018000",""
"1984","38000","Ehime-ken","1526000",""
"1984","39000","Kochi-ken","839000",""
"1984","40000","Fukuoka-ken","4697000",""
"1984","41000","Saga-ken","878000",""
"1984","42000","Nagasaki-ken","1595000",""
"1984","43000","Kumamoto-ken","1830000",""
"1984","44000","Oita-ken","1248000",""
"1984","45000","Miyazaki-ken","1173000",""
"1984","46000","Kagoshima-ken","1814000",""
"1984","47000","Okinawa-ken","1161000",""
"1985","00000","Japan","121048923","“Population Census”, Statistics Bureau, Ministry of Internal Affairs and Communications."
"1985","01000","Hokkaido","5679439",""
"1985","02000","Aomori-ken","1524448",""
"1985","03000","Iwate-ken","1433611",""
"1985","04000","Miyagi-ken","2176295",""
"1985","05000","Akita-ken","1254032",""
"1985","06000","Yamagata-ken","1261662",""
"1985","07000","Fukushima-ken","2080304",""
"1985","08000","Ibaraki-ken","2725005",""
"1985","09000","Tochigi-ken","1866066",""
"1985","10000","Gumma-ken","1921259",""
"1985","11000","Saitama-ken","5863678",""
"1985","12000","Chiba-ken","5148163",""
"1985","13000","Tokyo-to","11829363",""
"1985","14000","Kanagawa-ken","7431974",""
"1985","15000","Niigata-ken","2478470",""
"1985","16000","Toyama-ken","1118369",""
"1985","17000","Ishikawa-ken","1152325",""
"1985","18000","Fukui-ken","817633",""
"1985","19000","Yamanashi-ken","832832",""
"1985","20000","Nagano-ken","2136927",""
"1985","21000","Gifu-ken","2028536",""
"1985","22000","Shizuoka-ken","3574692",""
"1985","23000","Aichi-ken","6455172",""
"1985","24000","Mie-ken","1747311",""
"1985","25000","Shiga-ken","1155844",""
"1985","26000","Kyoto-fu","2586574",""
"1985","27000","Osaka-fu","8668095",""
"1985","28000","Hyogo-ken","5278050",""
"1985","29000","Nara-ken","1304866",""
"1985","30000","Wakayama-ken","1087206",""
"1985","31000","Tottori-ken","616024",""
"1985","32000","Shimane-ken","794629",""
"1985","33000","Okayama-ken","1916906",""
"1985","34000","Hiroshima-ken","2819200",""
"1985","35000","Yamaguchi-ken","1601627",""
"1985","36000","Tokushima-ken","834889",""
"1985","37000","Kagawa-ken","1022569",""
"1985","38000","Ehime-ken","1529983",""
"1985","39000","Kochi-ken","839784",""
"1985","40000","Fukuoka-ken","4719259",""
"1985","41000","Saga-ken","880013",""
"1985","42000","Nagasaki-ken","1593968",""
"1985","43000","Kumamoto-ken","1837747",""
"1985","44000","Oita-ken","1250214",""
"1985","45000","Miyazaki-ken","1175543",""
"1985","46000","Kagoshima-ken","1819270",""
"1985","47000","Okinawa-ken","1179097",""
"1986","00000","Japan","121660000",""
"1986","01000","Hokkaido","5673000",""
"1986","02000","Aomori-ken","1517000",""
"1986","03000","Iwate-ken","1431000",""
"1986","04000","Miyagi-ken","2190000",""
"1986","05000","Akita-ken","1249000",""
"1986","06000","Yamagata-ken","1262000",""
"1986","07000","Fukushima-ken","2085000",""
"1986","08000","Ibaraki-ken","2746000",""
"1986","09000","Tochigi-ken","1880000",""
"1986","10000","Gumma-ken","1931000",""
"1986","11000","Saitama-ken","5954000",""
"1986","12000","Chiba-ken","5219000",""
"1986","13000","Tokyo-to","11888000",""
"1986","14000","Kanagawa-ken","7553000",""
"1986","15000","Niigata-ken","2478000",""
"1986","16000","Toyama-ken","1119000",""
"1986","17000","Ishikawa-ken","1155000",""
"1986","18000","Fukui-ken","819000",""
"1986","19000","Yamanashi-ken","837000",""
"1986","20000","Nagano-ken","2143000",""
"1986","21000","Gifu-ken","2036000",""
"1986","22000","Shizuoka-ken","3597000",""
"1986","23000","Aichi-ken","6512000",""
"1986","24000","Mie-ken","1756000",""
"1986","25000","Shiga-ken","1166000",""
"1986","26000","Kyoto-fu","2595000",""
"1986","27000","Osaka-fu","8705000",""
"1986","28000","Hyogo-ken","5300000",""
"1986","29000","Nara-ken","1318000",""
"1986","30000","Wakayama-ken","1083000",""
"1986","31000","Tottori-ken","616000",""
"1986","32000","Shimane-ken","793000",""
"1986","33000","Okayama-ken","1921000",""
"1986","34000","Hiroshima-ken","2829000",""
"1986","35000","Yamaguchi-ken","1598000",""
"1986","36000","Tokushima-ken","835000",""
"1986","37000","Kagawa-ken","1024000",""
"1986","38000","Ehime-ken","1528000",""
"1986","39000","Kochi-ken","838000",""
"1986","40000","Fukuoka-ken","4741000",""
"1986","41000","Saga-ken","880000",""
"1986","42000","Nagasaki-ken","1589000",""
"1986","43000","Kumamoto-ken","1840000",""
"1986","44000","Oita-ken","1249000",""
"1986","45000","Miyazaki-ken","1174000",""
"1986","46000","Kagoshima-ken","1816000",""
"1986","47000","Okinawa-ken","1188000",""
"1987","00000","Japan","122239000",""
"1987","01000","Hokkaido","5660000",""
"1987","02000","Aomori-ken","1511000",""
"1987","03000","Iwate-ken","1427000",""
"1987","04000","Miyagi-ken","2206000",""
"1987","05000","Akita-ken","1244000",""
"1987","06000","Yamagata-ken","1262000",""
"1987","07000","Fukushima-ken","2091000",""
"1987","08000","Ibaraki-ken","2769000",""
"1987","09000","Tochigi-ken","1895000",""
"1987","10000","Gumma-ken","1941000",""
"1987","11000","Saitama-ken","6071000",""
"1987","12000","Chiba-ken","5307000",""
"1987","13000","Tokyo-to","11887000",""
"1987","14000","Kanagawa-ken","7684000",""
"1987","15000","Niigata-ken","2477000",""
"1987","16000","Toyama-ken","1120000",""
"1987","17000","Ishikawa-ken","1158000",""
"1987","18000","Fukui-ken","822000",""
"1987","19000","Yamanashi-ken","841000",""
"1987","20000","Nagano-ken","2148000",""
"1987","21000","Gifu-ken","2044000",""
"1987","22000","Shizuoka-ken","3619000",""
"1987","23000","Aichi-ken","6566000",""
"1987","24000","Mie-ken","1765000",""
"1987","25000","Shiga-ken","1178000",""
"1987","26000","Kyoto-fu","2601000",""
"1987","27000","Osaka-fu","8737000",""
"1987","28000","Hyogo-ken","5319000",""
"1987","29000","Nara-ken","1333000",""
"1987","30000","Wakayama-ken","1079000",""
"1987","31000","Tottori-ken","616000",""
"1987","32000","Shimane-ken","792000",""
"1987","33000","Okayama-ken","1924000",""
"1987","34000","Hiroshima-ken","2834000",""
"1987","35000","Yamaguchi-ken","1592000",""
"1987","36000","Tokushima-ken","835000",""
"1987","37000","Kagawa-ken","1024000",""
"1987","38000","Ehime-ken","1525000",""
"1987","39000","Kochi-ken","836000",""
"1987","40000","Fukuoka-ken","4756000",""
"1987","41000","Saga-ken","880000",""
"1987","42000","Nagasaki-ken","1584000",""
"1987","43000","Kumamoto-ken","1842000",""
"1987","44000","Oita-ken","1247000",""
"1987","45000","Miyazaki-ken","1174000",""
"1987","46000","Kagoshima-ken","1816000",""
"1987","47000","Okinawa-ken","1199000",""
"1988","00000","Japan","122745000",""
"1988","01000","Hokkaido","5656000",""
"1988","02000","Aomori-ken","1502000",""
"1988","03000","Iwate-ken","1424000",""
"1988","04000","Miyagi-ken","2221000",""
"1988","05000","Akita-ken","1238000",""
"1988","06000","Yamagata-ken","1262000",""
"1988","07000","Fukushima-ken","2095000",""
"1988","08000","Ibaraki-ken","2795000",""
"1988","09000","Tochigi-ken","1908000",""
"1988","10000","Gumma-ken","1949000",""
"1988","11000","Saitama-ken","6195000",""
"1988","12000","Chiba-ken","5403000",""
"1988","13000","Tokyo-to","11873000",""
"1988","14000","Kanagawa-ken","7794000",""
"1988","15000","Niigata-ken","2476000",""
"1988","16000","Toyama-ken","1120000",""
"1988","17000","Ishikawa-ken","1160000",""
"1988","18000","Fukui-ken","822000",""
"1988","19000","Yamanashi-ken","845000",""
"1988","20000","Nagano-ken","2149000",""
"1988","21000","Gifu-ken","2051000",""
"1988","22000","Shizuoka-ken","3639000",""
"1988","23000","Aichi-ken","6606000",""
"1988","24000","Mie-ken","1772000",""
"1988","25000","Shiga-ken","1191000",""
"1988","26000","Kyoto-fu","2604000",""
"1988","27000","Osaka-fu","8748000",""
"1988","28000","Hyogo-ken","5344000",""
"1988","29000","Nara-ken","1347000",""
"1988","30000","Wakayama-ken","1076000",""
"1988","31000","Tottori-ken","617000",""
"1988","32000","Shimane-ken","789000",""
"1988","33000","Okayama-ken","1925000",""
"1988","34000","Hiroshima-ken","2838000",""
"1988","35000","Yamaguchi-ken","1587000",""
